  0.0000E+00  0.1012E+06
  0.1100E+01  0.1012E+06
  0.2027E+01  0.1012E+06
  0.3046E+01  0.1012E+06
  0.4352E+01  0.1012E+06
  0.5083E+01  0.1011E+06
  0.6521E+01  0.1011E+06
  0.7031E+01  0.1011E+06
  0.8060E+01  0.1011E+06
  0.9060E+01  0.1011E+06
  0.1060E+02  0.1011E+06
  0.1160E+02  0.1011E+06
  0.1260E+02  0.1011E+06
  0.1360E+02  0.1011E+06
  0.1460E+02  0.1011E+06
  0.1560E+02  0.1011E+06
  0.1660E+02  0.1010E+06
  0.1760E+02  0.1010E+06
  0.1860E+02  0.1010E+06
  0.1960E+02  0.1010E+06
  0.2060E+02  0.1010E+06
  0.2160E+02  0.1010E+06
  0.2260E+02  0.1010E+06
  0.2360E+02  0.1010E+06
  0.2460E+02  0.1010E+06
  0.2560E+02  0.1010E+06
  0.2660E+02  0.1010E+06
  0.2760E+02  0.1009E+06
  0.2860E+02  0.1009E+06
  0.2960E+02  0.1009E+06
  0.3060E+02  0.1009E+06
  0.3160E+02  0.1009E+06
  0.3260E+02  0.1009E+06
  0.3360E+02  0.1009E+06
  0.3460E+02  0.1009E+06
  0.3560E+02  0.1009E+06
  0.3660E+02  0.1009E+06
  0.3760E+02  0.1009E+06
  0.3860E+02  0.1008E+06
  0.3960E+02  0.1008E+06
  0.4060E+02  0.1008E+06
  0.4160E+02  0.1008E+06
  0.4260E+02  0.1008E+06
  0.4360E+02  0.1008E+06
  0.4460E+02  0.1008E+06
  0.4560E+02  0.1008E+06
  0.4660E+02  0.1008E+06
  0.4760E+02  0.1008E+06
  0.4860E+02  0.1008E+06
  0.4960E+02  0.1008E+06
  0.5060E+02  0.1007E+06
  0.5160E+02  0.1007E+06
  0.5260E+02  0.1007E+06
  0.5360E+02  0.1007E+06
  0.5460E+02  0.1007E+06
  0.5560E+02  0.1007E+06
  0.5660E+02  0.1007E+06
  0.5760E+02  0.1007E+06
  0.5860E+02  0.1007E+06
  0.5960E+02  0.1007E+06
  0.6060E+02  0.1007E+06
  0.6160E+02  0.1006E+06
  0.6260E+02  0.1006E+06
  0.6360E+02  0.1006E+06
  0.6460E+02  0.1006E+06
  0.6560E+02  0.1006E+06
  0.6660E+02  0.1006E+06
  0.6760E+02  0.1006E+06
  0.6860E+02  0.1006E+06
  0.6960E+02  0.1006E+06
  0.7060E+02  0.1006E+06
  0.7160E+02  0.1006E+06
  0.7260E+02  0.1006E+06
  0.7360E+02  0.1005E+06
  0.7460E+02  0.1005E+06
  0.7560E+02  0.1005E+06
  0.7660E+02  0.1005E+06
  0.7760E+02  0.1005E+06
  0.7860E+02  0.1005E+06
  0.7960E+02  0.1005E+06
  0.8060E+02  0.1005E+06
  0.8160E+02  0.1005E+06
